uniprot|subcell_aditional_text|subcell_aditional_text_refs
Q86UE8|Colocalizes with the cytoplasmic intermediate filament system during the G1 phase of the cell cycle. Present in the perinuclear region at S phase and in the nucleus at late G2.|
Q8TAS1||
Q8TAS1||
Q8TAS1||
Q6PHR2|Localizes to pre-autophagosomal structure during cellular senescence.|
Q6PHR2|Localizes to pre-autophagosomal structure during cellular senescence.|
Q6PHR2|Localizes to pre-autophagosomal structure during cellular senescence.|
Q6PHR2|Localizes to pre-autophagosomal structure during cellular senescence.|
P30291||
P30291||
Q9H4A3||
Q9H4A3||
Q9H4A3||
Q9H4A3||
Q9H4A3||
Q9H4A3||
Q9Y3S1||
Q9Y3S1||
Q9Y3S1||
Q9Y3S1||
Q9BYP7||
Q9BYP7||
Q9BYP7||
Q9BYP7||
Q96J92|Present exclusively in intercellular junctions in the distal convoluted tubule and in both the cytoplasm and intercellular junctions in the cortical collecting duct. WNK4 is part of the tight junction complex.|4
Q96J92|Present exclusively in intercellular junctions in the distal convoluted tubule and in both the cytoplasm and intercellular junctions in the cortical collecting duct. WNK4 is part of the tight junction complex.|4
Q96J92|Present exclusively in intercellular junctions in the distal convoluted tubule and in both the cytoplasm and intercellular junctions in the cortical collecting duct. WNK4 is part of the tight junction complex.|4
Q86TW2||
Q86TW2||
Q86TW2||
Q8NI60||
Q8NI60||
Q8NI60||
Q8NI60||
Q96D53||
Q96D53||
Q96QP1||
Q96QP1||
Q9BX84||
Q9BX84||
Q9BX84||
Q9BX84||
Q9BX84||
Q9BX84||
Q9BX84||
Q14296|Colocalizes with mitochondrial RNA granules.|4
Q14296|Colocalizes with mitochondrial RNA granules.|4
Q14296|Colocalizes with mitochondrial RNA granules.|4
Q14296|Colocalizes with mitochondrial RNA granules.|4
O14874||
O14874||
O14874||
Q15118||
Q15118||
Q15119||
Q15119||
Q15120||
Q15120||
Q13535|Depending on the cell type, it can also be found in PML nuclear bodies. Recruited to chromatin during S-phase. Redistributes to discrete nuclear foci upon DNA damage, hypoxia or replication fork stalling.|
Q13535|Depending on the cell type, it can also be found in PML nuclear bodies. Recruited to chromatin during S-phase. Redistributes to discrete nuclear foci upon DNA damage, hypoxia or replication fork stalling.|
Q13535|Depending on the cell type, it can also be found in PML nuclear bodies. Recruited to chromatin during S-phase. Redistributes to discrete nuclear foci upon DNA damage, hypoxia or replication fork stalling.|
O00329||
O00329||
P78527||
P78527||
Q96Q15||
Q96Q15||
Q96Q15||
Q96Q15||
Q9BVS4|Exported out of the nucleus via its NES in a XPO1-dependent manner.|17
Q9BVS4|Exported out of the nucleus via its NES in a XPO1-dependent manner.|17
O14730||
O14730||
