uniprot_id|name|short
Q9P2K8-1|Eukaryotic translation initiation factor 2-alpha kinase 4|
Q9P2K8-1|GCN2-like protein|
Q9P2K8-3|Eukaryotic translation initiation factor 2-alpha kinase 4|
Q9P2K8-3|GCN2-like protein|
O75460-1|Endoplasmic reticulum-to-nucleus signaling 1|
O75460-1|Inositol-requiring protein 1hIRE1p|hIRE1p
O75460-1|Ire1-alphaIRE1a|IRE1a
O75460-2|Endoplasmic reticulum-to-nucleus signaling 1|
O75460-2|Inositol-requiring protein 1hIRE1p|hIRE1p
O75460-2|Ire1-alphaIRE1a|IRE1a


Q8TF76-1|Germ cell-specific gene 2 protein|
Q8TF76-1|H-haspin|
Q8TF76-1|Haploid germ cell-specific nuclear protein kinase|
O14920-1|I-kappa-B kinase 2IKK2|IKK2
O14920-1|Nuclear factor NF-kappa-B inhibitor kinase betaNFKBIKB|NFKBIKB
O14920-2|I-kappa-B kinase 2IKK2|IKK2
O14920-2|Nuclear factor NF-kappa-B inhibitor kinase betaNFKBIKB|NFKBIKB
Q14164-1|Inducible I kappa-B kinaseIKK-i|IKK-i
Q14164-2|Inducible I kappa-B kinaseIKK-i|IKK-i


Q9NSY0-3|Transformation-related gene 16 proteinTRG-16|TRG-16
Q58A45-1|PAB1P-dependent poly(A)-specific ribonuclease|
Q58A45-1|Poly(A)-nuclease deadenylation complex subunit 3PAN deadenylation complex subunit 3|PAN deadenylation complex subunit 3
Q9BXM7-1|BRPK|
Q9BXM7-1|PTEN-induced putative kinase protein 1|
Q99640-1|Myt1 kinase|
Q99640-2|Myt1 kinase|
Q99640-3|Myt1 kinase|
Q99640-4|Myt1 kinase|
O00444-1|Polo-like kinase 4PLK-4|PLK-4
O00444-1|Serine/threonine-protein kinase 18|
O00444-1|Serine/threonine-protein kinase Sak|
O00444-2|Polo-like kinase 4PLK-4|PLK-4
O00444-2|Serine/threonine-protein kinase 18|
O00444-2|Serine/threonine-protein kinase Sak|
O00444-3|Polo-like kinase 4PLK-4|PLK-4
O00444-3|Serine/threonine-protein kinase 18|
O00444-3|Serine/threonine-protein kinase Sak|
Q496M5-1|Polo-like kinase 5PLK-5|PLK-5
Q496M5-2|Polo-like kinase 5PLK-5|PLK-5
Q7Z7A4-1|Modulator of Na,K-ATPaseMONaKA|MONaKA
Q7Z7A4-2|Modulator of Na,K-ATPaseMONaKA|MONaKA
Q05823-1|Ribonuclease 4|
Q05823-1|Ribonuclease LRNase L|RNase L
Q05823-2|Ribonuclease 4|
Q05823-2|Ribonuclease LRNase L|RNase L
Q96S38-1|52 kDa ribosomal protein S6 kinase|
Q96S38-1|Ribosomal S6 kinase-like protein with two PSK domains 118 kDa protein|
Q96S38-1|SPHK1-binding protein|
Q96S38-2|52 kDa ribosomal protein S6 kinase|
Q96S38-2|Ribosomal S6 kinase-like protein with two PSK domains 118 kDa protein|
Q96S38-2|SPHK1-binding protein|


Q96LW2-2|Sugen kinase 494|
Q96KG9-1|Coated vesicle-associated kinase of 90 kDa|
Q96KG9-1|SCY1-like protein 1|
Q96KG9-1|Telomerase regulation-associated protein|
Q96KG9-1|Telomerase transcriptional element-interacting factor|
Q96KG9-1|Teratoma-associated tyrosine kinase|
Q96KG9-2|Coated vesicle-associated kinase of 90 kDa|
Q96KG9-2|SCY1-like protein 1|
Q96KG9-2|Telomerase regulation-associated protein|
Q96KG9-2|Telomerase transcriptional element-interacting factor|
Q96KG9-2|Teratoma-associated tyrosine kinase|
Q96KG9-6|Coated vesicle-associated kinase of 90 kDa|
Q96KG9-6|SCY1-like protein 1|
Q96KG9-6|Telomerase regulation-associated protein|
Q96KG9-6|Telomerase transcriptional element-interacting factor|
Q96KG9-6|Teratoma-associated tyrosine kinase|
Q8IZE3-1|Ezrin-binding protein PACE-1|
Q8IZE3-1|SCY1-like protein 3|
Q8IZE3-2|Ezrin-binding protein PACE-1|
Q8IZE3-2|SCY1-like protein 3|
Q9BXU1-1|Serine/threonine-protein kinase NYD-SPK|
Q9BXU1-1|Sugen kinase 396SgK396|SgK396
Q9BXU1-2|Serine/threonine-protein kinase NYD-SPK|
Q9BXU1-2|Sugen kinase 396SgK396|SgK396
Q9BXU1-3|Serine/threonine-protein kinase NYD-SPK|
Q9BXU1-3|Sugen kinase 396SgK396|SgK396
Q8WU08-1|Yet another novel kinase 1|
Q8WU08-2|Yet another novel kinase 1|
Q9NY57-1|Yet another novel kinase 2|
Q9NY57-2|Yet another novel kinase 2|
Q86UX6-1|PKE|
Q86UX6-1|Yet another novel kinase 3|
Q86UX6-2|PKE|
Q86UX6-2|Yet another novel kinase 3|
Q9NRP7-1|Fused homolog|
Q9NRP7-2|Fused homolog|
Q8NE28-1|Serine/threonine kinase-like domain-containing protein 1|
Q8NE28-1|Sugen kinase 071|



Q8IWB6-1|Protein kinase-like protein SgK307|
Q8IWB6-1|Sugen kinase 307|
Q8IWB6-1|Testis-expressed sequence 14|
Q8IWB6-1|Testis-expressed sequence 14 protein|
Q8IWB6-2|Protein kinase-like protein SgK307|
Q8IWB6-2|Sugen kinase 307|
Q8IWB6-2|Testis-expressed sequence 14|
Q8IWB6-2|Testis-expressed sequence 14 protein|
Q8IWB6-3|Protein kinase-like protein SgK307|
Q8IWB6-3|Sugen kinase 307|
Q8IWB6-3|Testis-expressed sequence 14|
Q8IWB6-3|Testis-expressed sequence 14 protein|
Q9UKI8-1|PKU-beta|
Q9UKI8-1|Tousled-like kinase 1|
Q9UKI8-2|PKU-beta|
Q9UKI8-2|Tousled-like kinase 1|
Q9UKI8-4|PKU-beta|
Q9UKI8-4|Tousled-like kinase 1|
Q9UKI8-5|PKU-beta|
Q9UKI8-5|Tousled-like kinase 1|
Q86UE8-1|HsHPK|
Q86UE8-1|PKU-alpha|
Q86UE8-1|Tousled-like kinase 2|
Q86UE8-2|HsHPK|
Q86UE8-2|PKU-alpha|
Q86UE8-2|Tousled-like kinase 2|
Q86UE8-3|HsHPK|
Q86UE8-3|PKU-alpha|
Q86UE8-3|Tousled-like kinase 2|
P33981-1|Phosphotyrosine picked threonine-protein kinasePYT|PYT
P33981-2|Phosphotyrosine picked threonine-protein kinasePYT|PYT
Q8TAS1-1|Kinase interacting with stathmin|
Q8TAS1-1|PAM COOH-terminal interactor protein 2P-CIP2|P-CIP2
Q8TAS1-1|U2AF homology motif kinase 1|
Q8TAS1-2|Kinase interacting with stathmin|
Q8TAS1-2|PAM COOH-terminal interactor protein 2P-CIP2|P-CIP2
Q8TAS1-2|U2AF homology motif kinase 1|
Q8TAS1-3|Kinase interacting with stathmin|
Q8TAS1-3|PAM COOH-terminal interactor protein 2P-CIP2|P-CIP2
Q8TAS1-3|U2AF homology motif kinase 1|
Q6PHR2-1|Unc-51-like kinase 3|
Q6PHR2-3|Unc-51-like kinase 3|
Q6PHR2-4|Unc-51-like kinase 3|
P30291-1|Wee1A kinase|
P30291-2|Wee1A kinase|
Q9H4A3-1|Erythrocyte 65 kDa proteinp65|p65
Q9H4A3-1|Kinase deficient protein|
Q9H4A3-1|Protein kinase lysine-deficient 1|
Q9H4A3-1|Protein kinase with no lysine 1hWNK1|hWNK1
Q9H4A3-5|Erythrocyte 65 kDa proteinp65|p65
Q9H4A3-5|Kinase deficient protein|
Q9H4A3-5|Protein kinase lysine-deficient 1|
Q9H4A3-5|Protein kinase with no lysine 1hWNK1|hWNK1
Q9H4A3-6|Erythrocyte 65 kDa proteinp65|p65
Q9H4A3-6|Kinase deficient protein|
Q9H4A3-6|Protein kinase lysine-deficient 1|
Q9H4A3-6|Protein kinase with no lysine 1hWNK1|hWNK1
Q9H4A3-7|Erythrocyte 65 kDa proteinp65|p65
Q9H4A3-7|Kinase deficient protein|
Q9H4A3-7|Protein kinase lysine-deficient 1|
Q9H4A3-7|Protein kinase with no lysine 1hWNK1|hWNK1
Q9Y3S1-1|Antigen NY-CO-43|
Q9Y3S1-1|Protein kinase lysine-deficient 2|
Q9Y3S1-1|Protein kinase with no lysine 2|
Q9Y3S1-1|Serologically defined colon cancer antigen 43|
Q9BYP7-1|Protein kinase lysine-deficient 3|
Q9BYP7-1|Protein kinase with no lysine 3|
Q9BYP7-3|Protein kinase lysine-deficient 3|
Q9BYP7-3|Protein kinase with no lysine 3|
Q96J92-1|Protein kinase lysine-deficient 4|
Q96J92-1|Protein kinase with no lysine 4|


Q8NI60-1|Chaperone activity of bc1 complex-likeChaperone-ABC1-like|Chaperone-ABC1-like
Q8NI60-1|Coenzyme Q protein 8A|
Q8NI60-1|aarF domain-containing protein kinase 3|
Q8NI60-3|Chaperone activity of bc1 complex-likeChaperone-ABC1-like|Chaperone-ABC1-like
Q8NI60-3|Coenzyme Q protein 8A|
Q8NI60-3|aarF domain-containing protein kinase 3|
Q96D53-1|AarF domain-containing protein kinase 4|
Q96D53-1|Coenzyme Q protein 8B|
Q96D53-2|AarF domain-containing protein kinase 4|
Q96D53-2|Coenzyme Q protein 8B|
Q96QP1-1|Chromosome 4 kinase|
Q96QP1-1|Lymphocyte alpha-protein kinase|
Q96QP1-2|Chromosome 4 kinase|
Q96QP1-2|Lymphocyte alpha-protein kinase|
Q9BX84-1|Channel kinase 2|
Q9BX84-1|Melastatin-related TRP cation channel 6|
Q9BX84-2|Channel kinase 2|
Q9BX84-2|Melastatin-related TRP cation channel 6|
Q9BX84-3|Channel kinase 2|
Q9BX84-3|Melastatin-related TRP cation channel 6|



O14874-1|Branched-chain alpha-ketoacid dehydrogenase kinaseBCKDHKINBCKD-kinase|BCKDHKIN
O14874-2|Branched-chain alpha-ketoacid dehydrogenase kinaseBCKD-kinaseBCKDHKIN|BCKD-kinase
O14874-3|Branched-chain alpha-ketoacid dehydrogenase kinaseBCKDHKINBCKD-kinase|BCKDHKIN
Q15118-1|Pyruvate dehydrogenase kinase isoform 1PDH kinase 1|PDH kinase 1
Q15118-2|Pyruvate dehydrogenase kinase isoform 1PDH kinase 1|PDH kinase 1
Q15119-1|Pyruvate dehydrogenase kinase isoform 2PDH kinase 2PDKII|PDH kinase 2
Q15119-2|Pyruvate dehydrogenase kinase isoform 2PDKIIPDH kinase 2|PDKII
Q15120-1|Pyruvate dehydrogenase kinase isoform 3|
Q15120-2|Pyruvate dehydrogenase kinase isoform 3|
Q13535-1|Ataxia telangiectasia and Rad3-related protein|
Q13535-1|FRAP-related protein 1|
Q13535-2|Ataxia telangiectasia and Rad3-related protein|
Q13535-2|FRAP-related protein 1|
O00329-1|Phosphatidylinositol 4,5-bisphosphate 3-kinase 110 kDa catalytic subunit deltap110deltaPtdIns-3-kinase subunit p110-delta|p110delta
P78527-1|DNPK1|
P78527-1|p460|
P78527-2|DNPK1|
P78527-2|p460|
Q96Q15-1|61E3.4|
Q96Q15-1|Lambda/iota protein kinase C-interacting proteinLambda-interacting protein|Lambda-interacting protein
Q9BVS4-1|RIO kinase 2|
Q9BVS4-2|RIO kinase 2|
O14730-1|RIO kinase 3|
O14730-1|sudD homolog|
O14730-2|RIO kinase 3|
O14730-2|sudD homolog|
